rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,obama,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience,sex,year.born,educ.s,income,religion,religion2,rel.freq,hispanic,white,black,native,asian,pacific,other.race,other.race2
69,252621,9/28/2010 22:43,Complete,,,,,,United States,,CA,,srep9560,,I agree to participate,srep9560,,15,,,end,,,photo,,,,Senator,,,,,,,,,Don't Know,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,4,7,2,4,1,6,Slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,0,3,Democrat,,,Not very strong,,50,0,50,50,30,50,40,open,,,Russia,Breast cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,3,Don't Know,Couldn't say,Couldn't say,,,,,,,,,40%,60%,25%,Branch A,Increased,Decreased,Increased,Increased,,,,,5,8,0,1,1,Don't Know,,5,4,3,6,4,4,4,3,5,4,4,Male,1980,"Bachelor's Degree, such as B.A., B.S., or A.B.",62000,Don’t belong to religious denomination,,Never,No,White,,,Asian,,,
68,252617,9/28/2010 22:30,Complete,,,,,,United States,,CA,,srep8298,,I agree to participate,srep8298,,87,,,end,,,photo,,,,,,,,,,,Prime Minister of Germany,,,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,1,7,1,7,1,7,Moderate,,,,, Other ,Internet,CBS,,PBS,NBC,,ABC,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A moderate amount,2,5,Democrat,,,Not very strong,,50,40,60,50,50,60,40,open,,,Germany,Heart Disease,Don’t Know,,Couldn’t Say,,Don't Know,Couldn't say,Couldn't say,,,,,,,,,26%,4%,1%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,0,5,0,0,5,Democrats,,10,0,2,7,4,4,4,6,1,7,3,Female,1958,"Bachelor's Degree, such as B.A., B.S., or A.B.","$125,000 ",Catholic,,Once or twice a month,No,White,,,,,,
145,258079,10/2/2010 13:02,Complete,,,,,,United States,,CA,,srep8778,,I agree to participate,srep8778,,15,,,end,,,photo,,,,,,,,,,,,,Chancellor of Germany,,Secretary of Agriculture,percent,,,6,2,2,8,0,10,0,0,1,7,5,7,3,6,Liberal,,NY Times,,,,,CBS,,PBS,NBC,,ABC,,,,,BBC,,CNN,,NPR,,,,,,,,,,6,A moderate amount,3,9,Democrat,,,Strong,,80,50,70,80,80,80,80,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Don't Know,,,0,0,9,2,1,0,5,1,20%,10%,5%,Branch B,,,,,Increased,Decreased,Increased,Increased,7,10,1,1,1,Don't Know,,8,0,5,3,3,5,5,1,2,2,6,Male,1935,"Bachelor's Degree, such as B.A., B.S., or A.B.",50000,Don’t belong to religious denomination,,Never,No,White,,,,,,
144,258026,10/2/2010 12:01,Complete,,,,,,United States,,CA,,srep8171,,I agree to participate,srep8171,,45,,,start,0,9,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,0,0,0,0,7,6,2,3,3,6,Slightly conservative,,,,,,,CBS,Fox,PBS,,,,,Fox News,,CSPAN,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,3,A moderate amount,2,7,Republican,,Not very strong,,,,,,,,,15,closed,Couldn't say,Heart Disease,,,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,,,8,0,0,0,3,0,6,0,30%,10%,60%,Branch A,Remained the Same,Remained the Same,Increased,Increased,,,,,6,10,7,6,10,Don't Know,,,,3,5,,4,5,3,3,6,4,Female,1960,"Bachelor's Degree, such as B.A., B.S., or A.B.","135,000",Don’t belong to religious denomination,,Less often than a few times a year,No,White,,,,,,
107,253408,9/29/2010 13:34,Complete,,,,,,United States,,CA,,srep6079,,I agree to participate,srep6079,,17,,,end,,,photo,,,,,,President of France?,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,0,0,0,0,6,7,1,4,2,6,Moderate,,,,,,,,,,,,,,,,,,,CNN,,,,,,,Huffington Post,,,,,0,Not at all,0,8,Other,Depends on the issue - I don't identify with a party,,,,50,40,40,50,50,50,35,closed,[Erstwhile] Soviet Union,Don't Know,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Don't Know,,,5,4,5,3,5,1,8,5,40%,15%,7%,Branch A,Don't Know,Don't Know,Don't Know,Don't Know,,,,,1,7,5,5,1,Don't Know,,5,4,3,5,6,4,4,1,1,1,7,Female,1972,"Bachelor's Degree, such as B.A., B.S., or A.B.",200000,Don’t belong to religious denomination,,Never,No,White,,,,,,
106,253399,9/29/2010 13:28,Complete,,,,,,United States,,CA,,srep5690,,I agree to participate,srep5690,,23,,,start,10,0,nonphoto,Republican  ,President of France,?,,,,,?,?,,,,,,,percent,,,3,,,,,,,2,1,7,1,6,1,5,Liberal,,NY Times,,,,,,,PBS,NBC,,,,,,,,,,,,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A moderate amount,2,3,Democrat,,,Not very strong,,85,15,90,70,95,50,50,closed,United States,Heart Disease,,,Increased,,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Don't Know,,,0,0,5,0,0,5,0,0,15%,7%,20%,Branch B,,,,,Increased,Increased,Increased,Increased,7,6,3,1,6,Democrats,,,,4,6,6,2,3,3,4,5,5,Female,1978,"Bachelor's Degree, such as B.A., B.S., or A.B.","$45,000 ",Don’t belong to religious denomination,,Never,No,,,,,,Other,
105,253395,9/29/2010 13:18,Complete,,,,,,United States,,CA,,srep6873,,I agree to participate,srep6873,,17,,,start,10,0,nonphoto,Nevada Senator,President France,Head Homeland Security former AZ gov,,,,,German Chancellor,Congress Republican,,,,,,,percent,,,0,10,5,5,10,5,0,0,1,7,4,4,1,4,Slightly liberal,,NY Times,,, Other ,"San Jose Mercury News, SF Chronicle",,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,7,1,Democrat,,,Not very strong,,50,0,60,50,50,50,50,open,,,Germany,childbirth,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Ronald Reagan,,,0,0,5,0,0,0,5,0,28%,2%,40%,Branch A,Increased,Decreased,Increased,Remained the Same,,,,,10,10,10,10,10,Democrats,,,,1,6,5,5,2,3,2,1,7,Female,1964,"Bachelor's Degree, such as B.A., B.S., or A.B.","200,000+",Jewish,,A few times a year,No,White,,,,,,
2,251886,9/28/2010 15:07,Complete,,,,,,United States,,CA,,FY952394,,I agree to participate,FY952394,,248,,,start,3,6,nonphoto,decorator,judge,typist,,,,,president,congressman,,,,,,,regular,Gary Locke,Tom Vilsack,,,,,,,,,3,6,4,6,6,6,Very liberal,,NY Times,Washington Post,,,,,,PBS,NBC,,ABC,,Fox News,MSNBC,CSPAN,,,,,,Rush Limbaugh,Michael Savage, Others ,blah ,,Drudge Report,,,,4,A moderate amount,1,7,Democrat,,,Strong,,1,2,3,4,5,6,7,closed,United States,Unintentional injuries,,,Don’t Know,,Can escort illegal immigrants back across the border,6,Ronald Reagan,"Replaces private health insurance with a ""single payer system""",Limits future increases in payments to Medicare providers,,,,,,,,,14%,66%,43%,Branch A,Remained the Same,Decreased,Decreased,Increased,,,,,3,9,3,6,10,Don't Know,,,,5,3,5,4,3,3,2,4,5,Male,1957,Associate Degree from an Academic Program,"50,000",Jewish,,Once or twice a month,No,White,,American Indian or Alaska Native,,,,
3,252049,9/28/2010 16:22,Complete,,,,,,United States,,CA,,srep7621,,I agree to participate,srep7621,,19,,,start,2,9,photo,,,,congressman,senator,president,,,,general ,president,,,,,regular,Arne Duncan,John Boehner,,,,,,,,,4,I haven't thought much about this,I haven't thought much about this,1,1,1,Slightly conservative,,,,USA Today,,,,,,,,ABC,,,,,BBC,,,,,Rush Limbaugh,,,,Huffington Post,,,,,3,A lot,5,1,Republican,,Strong,,,2,4,2,7,77,88,99,open,,,Brazil,heart disease,Decreased,,Can impound vehicles of illegal immigrants,4,Ronald Reagan,Does not reimburse routine mammograms for women younger than 50,Replaces Medicare with a “public option”,,,,,,,,,88%,88%,88%,Branch A,Increased,Remained the Same,Decreased,Don't Know,,,,,6,6,0,1,5,Don't Know,,,,1,5,7,2,3,3,4,5,4,Female,1978,"Bachelor's Degree, such as B.A., B.S., or A.B.",60000,Protestant,,Once a week,No,,,,Asian,,,
123,253849,9/29/2010 17:58,Complete,,,,,,United States,,CA,,srep6004,,I agree to participate,srep6004,,30,,,end,,,photo,,,,,,,,,,,Chancellor of Germany,,,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,1,6,2,4,2,5,Slightly liberal,,,,, Other ,San Francisco Chronicle,,,PBS,,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,0,2,Democrat,,,Strong,,,15,85,,,70,30,open,,,Germany,heart disease,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,30%,4%,10%,Branch A,Increased,Decreased,Increased,Increased,,,,,1,10,1,0,0,Democrats,,10,0,2,7,6,2,1,7,4,7,1,Female,1968,"Bachelor's Degree, such as B.A., B.S., or A.B.","56,000",Protestant,,Once a week,No,White,,,,,,
122,253828,9/29/2010 17:43,Complete,,,,,,United States,,CA,,srep5185,,I agree to participate,srep5185,,62,,,start,6,6,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,percent,,,,,,,,,,,4,7,1,3,I haven't thought much about this,6,I haven’t thought much about this,,,,,,,,,,,,ABC,,,MSNBC,,,,CNN,,,,,,,,,,,,0,A lot,1,5,Democrat,,,,,50,45,50,50,50,50,40,closed,Couldn't say,Heart Disease,,,Don’t Know,,Couldn’t Say,,Ronald Reagan,,,2,2,,4,,0,,0,33%,25%,,Branch A,Don't Know,Decreased,Increased,Increased,,,,,5,10,0,6,6,Other,neither,,,3,4,3,5,3,4,3,3,4,Female,,"Bachelor's Degree, such as B.A., B.S., or A.B.",,,,Once a week,No,,,,,,,
4,252423,9/28/2010 19:13,Complete,,,,,,United States,,CA,,srep7752,,I agree to participate,srep7752,,17,,,start,4,2,nonphoto,Democratic Senator from Nevada and Senate Majority Leader,President of France,Head of Homeland Security ,,,,,Member of the House of Representatives,Senator,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,2,7,3,6,2,4,Liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,Other,"Democracy Now, Al Jazeera, BBC",0,A moderate amount,4,3,Other,Mix of Green and Libertarian,,,,40,10,60,70,50,50,50,open,,,Japan,Heart Disease,Decreased,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George H. Bush,Couldn't say,Couldn't say,,,,,,,,,33%,2%,20%,Branch A,Remained the Same,Decreased,Increased,Increased,,,,,9,10,6,10,3,Other,Libertarian ,,,5,6,7,4,5,2,2,2,6,Female,1987,"Bachelor's Degree, such as B.A., B.S., or A.B.",42000,Other,atheist (this should be on the list...),Never,No,White,,,,,,
5,252424,9/28/2010 19:14,Complete,,,,,,United States,,CA,,srep8580,,I agree to participate,srep8580,,103,,,start,7,8,nonphoto,,,US Atternoy General,,,,,Germany Chancellor,,,,,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,2,7,1,1,2,7,Slightly liberal,Wall Street Journal,,,USA Today,,,CBS,Fox,PBS,NBC,,ABC,,,MSNBC,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A moderate amount,2,8,Republican,,Not very strong,,,10,60,20,30,20,70,10,closed,Germany,Breast Cancer,,,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,40%,30%,60%,Branch B,,,,,Increased,Decreased,Increased,Increased,2,10,0,1,2,Republicans,,,,3,3,3,4,3,3,2,3,4,Male,1953,"Bachelor's Degree, such as B.A., B.S., or A.B.",400000,Protestant,,A few times a year,No,,,,Asian,,,
6,252425,9/28/2010 19:09,Complete,,,,,,United States,,CA,,srep9238,,I agree to participate,srep9238,,32,,,end,,,nonphoto,"majority leader, us senate","president, france","secretary, homeland security",,,,,"chancellor, germany","minority leader, us senate",,,,,,,percent,,,9,,,,,10,,,3,7,1,3,1,7,Slightly liberal,,NY Times,,, Other ,san jose mercury,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,A moderate amount,3,2,Independent,,,,Closer to Democratic Party,85,20,70,85,85,100,20,open,,,united states,heart disease,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Ronald Reagan,,,0,0,2,0,0,0,0,0,35%,1%,20%,Branch B,,,,,Increased,Decreased,Increased,Increased,3,9,0,3,2,Don't Know,,8,5,4,5,4,3,3,5,3,3,4,Female,1969,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",300000,Other,Hindu,Less often than a few times a year,No,,,,,,Other,
7,252426,9/28/2010 19:17,Complete,,,,,,United States,,CA,,srep7975,,I agree to participate,srep7975,,11,,,start,7,0,photo,,,,"Harry Reid, Senator Nevada (D)",Do not recognize,"Nicolas Sarkozy, President of France",,,,Do not recognize,"Angela Merkel, President of Germany",,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,1,5,3,7,3,5,Moderate,,,,, Other ,BBC,,,,,Other,,I don't watch television,,,,, Others ,,I don't watch television,NPR,,, Others ,BBC,,,,Other,Salon,0,Not at all,0,9,Other,None of the above,,,,,,,,,,,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,28%,3%,37%,Branch B,,,,,Increased,Decreased,Increased,Don't Know,8,10,0,2,5,Don't Know,,,,3,4,7,4,3,5,6,3,6,Female,1974,"Bachelor's Degree, such as B.A., B.S., or A.B.",Would rather not say,Don’t belong to religious denomination,,Never,No,White,,,,,,
8,252427,9/28/2010 19:19,Complete,,,,,,United States,,CA,,srep8000,,I agree to participate,srep8000,,42,,,start,2,6,nonphoto,Congressman,,Attorney General,,,,,,,,,Chancellor of Germany,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,4,5,2,4,3,5,Conservative,,NY Times,,, Other ,San Mateo TImes,,,PBS,,,,,,,,BBC,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A moderate amount,2,5,Republican,,Not very strong,,,50,50,50,50,50,50,50,open,,,Russia,heart disease,Increased,,Couldn’t Say,,Bill Clinton,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,30%,5%,5%,Branch A,Increased,Decreased,Increased,Increased,,,,,6,10,0,5,6,Other,don't think either one would ,,,4,5,6,5,2,7,1,7,7,Female,1956,"Bachelor's Degree, such as B.A., B.S., or A.B.","90,000",Protestant,,Once a week,No,White,,,,,,
9,252428,9/28/2010 19:12,Complete,,,,,,United States,,CA,,srep8049,,I agree to participate,srep8049,,29,,,end,,,photo,,,,senate majority leader,hhs secretary,,,,,mitch mcconnell ,,,Chancellor of Germany,,,percent,,,9,,,,,7,,,7,6,1,2,3,7,Slightly conservative,Wall Street Journal,,Washington Post,,,,CBS,Fox,,,,ABC,,Fox News,,CSPAN,,,CNN,,NPR,Rush Limbaugh,Michael Savage,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A great deal,3,9,Republican,,Strong,,,70,70,70,70,70,70,20,open,,,japan,heart disease,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Don't Know,,,2,0,9,9,9,3,9,9,27%,25%,25%,Branch A,Increased,Decreased,Increased,Increased,,,,,9,10,10,10,9,Republicans,,0,9,2,5,4,5,2,4,4,4,4,Female,1959,"Bachelor's Degree, such as B.A., B.S., or A.B.",180000,Catholic,,A few times a year,No,White,,,,,,
10,252429,9/28/2010 19:11,Complete,,,,,,United States,,CA,,srep8345,,I agree to participate,srep8345,,50,,,end,,,photo,,,,Senate,Congress,,,,,Senate,Congress,,,,,percent,,,0,0,0,0,0,0,0,0,6,7,1,1,1,7,Slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,0,1,Independent,,,,Closer to Democratic Party,15,30,80,100,30,40,0,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,1,Don't Know,,,5,0,5,5,10,5,10,0,25%,15%,40%,Branch A,Don't Know,Remained the Same,Increased,Increased,,,,,0,10,0,0,0,Republicans,,0,5,2,7,7,6,7,4,7,5,5,Female,1969,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",140000,Protestant,,Less often than a few times a year,No,White,,,,,,
11,252430,9/28/2010 19:09,Complete,,,,,,United States,,CA,,srep8404,,I agree to participate,srep8404,,11,,,end,,,photo,,,,senator,congresswoman,,,,,senator,senator,,,,,percent,,,0,0,0,0,,10,,,2,7,1,6,1,7,Liberal,Wall Street Journal,NY Times,,, Other ,Yahoo News,,,,,Other,,NPR,,,,, Others ,,Comedy Central,NPR,,,,,Huffington Post,,,,,0,,7,2,Independent,,,,Closer to Democratic Party,,15,60,,,,,closed,Couldn't say,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,,,0,0,5,0,0,0,5,0,30%,2%,10%,Branch A,Increased,Decreased,Increased,Increased,,,,,7,10,0,6,6,Don't Know,,7,0,5,3,6,4,3,3,3,2,6,Female,1963,"Doctorate Degree, such as Ph.D., Ed.D.",,Don’t belong to religious denomination,,Never,No,White,,,,,,
12,252431,9/28/2010 19:12,Complete,,,,,,United States,,CA,,srep7982,,I agree to participate,srep7982,,15,,,end,,,photo,,,,,,,,,,McConnell,German Prime Minister,,,,,percent,,,0,0,0,0,0,0,0,0,7,I haven't thought much about this,I haven't thought much about this,1,I haven't thought much about this,I haven't thought much about this,I haven’t thought much about this,,,,USA Today,,,,,,,,ABC,,Fox News,,,,,,,,,,,,,,,,,0,A little,1,5,Democrat,,,Not very strong,,50,50,50,50,50,40,0,closed,Couldn't say,Heart Disease,,,Decreased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Don't Know,,,5,0,0,10,0,0,10,0,20%,40%,40%,Branch B,,,,,Decreased,Decreased,Increased,Increased,0,5,0,5,9,Don't Know,,5,9,4,6,6,1,2,4,4,6,6,Female,1964,Some College But No Degree,"150,000",Jewish,,A few times a year,No,White,,,,,,
13,252432,9/28/2010 19:10,Complete,,,,,,United States,,CA,,srep6844,,I agree to participate,srep6844,,6,,,end,,,nonphoto,congressmand,senator,senator,,,,,govenor,state treasurer,,,,,,,percent,,,0,0,0,6,0,0,0,0,3,7,1,7,2,6,Slightly liberal,,NY Times,,USA Today,,,,,,,,,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A moderate amount,1,6,Democrat,,,Strong,,85,70,89,85,85,85,70,open,,,japan,heart attack,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Ronald Reagan,,,0,5,5,4,0,6,7,0,20%,10%,15%,Branch B,,,,,Remained the Same,Decreased,Increased,Increased,5,8,0,8,0,Democrats,,7,0,3,6,5,6,3,2,6,3,6,Male,1987,"Bachelor's Degree, such as B.A., B.S., or A.B.",120000,Catholic,,Less often than a few times a year,No,White,,,,,,
14,252433,9/28/2010 19:12,Complete,,,,,,United States,,CA,,srep6208,,I agree to participate,srep6208,,10,,,end,,,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,0,0,0,0,5,7,1,6,5,2,Slightly conservative,,,,, Other ,Web,,,,,,,,,,,,,,,NPR,,, Others ,Yahoo News,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A little,2,5,Democrat,,,Strong,,20,30,90,90,90,90,20,closed,Poland,Heart Disease,,,Increased,,Can escort illegal immigrants back across the border,2,Don't Know,,,10,5,5,3,2,0,5,8,25%,23%,20%,Branch B,,,,,Increased,Decreased,Increased,Decreased,2,10,0,0,8,Democrats,,5,5,2,7,7,5,6,1,1,5,7,Female,1962,"Bachelor's Degree, such as B.A., B.S., or A.B.",235000,Catholic,,Once or twice a month,No,White,,,,,,
15,252434,9/28/2010 19:38,Complete,,,,,,United States,,CA,,srep9719,,I agree to participate,srep9719,,47,,,end,,,nonphoto,Senator,,Head of Homeland Security,,,,,,Senator,,,High Representative of the (European) Union for Foreign Affairs and Security Policy,,,,percent,,,8,3,3,3,3,3,0,8,2,7,1,3,2,6,Slightly liberal,,,,, Other ,Stanford Daily,,Fox,,,,,,Fox News,,,,,,,,,, Others ,"KLIV, KCBS",,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A moderate amount,3,5,Democrat,,,Strong,,100,50,75,100,100,100,35,closed,Germany,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Bill Clinton,,,0,0,0,0,0,0,5,5,25%,10%,18%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,7,10,7,10,5,Democrats,,8,8,3,7,5,3,2,3,3,4,5,Female,1958,"Bachelor's Degree, such as B.A., B.S., or A.B.","$55,000 ",Catholic,,A few times a year,No,White,,,,,,
18,252437,9/28/2010 19:19,Complete,,,,,,United States,,CA,,srep7421,,I agree to participate,srep7421,,14,,,end,,,nonphoto,unknown,France's President,Homeland Security USA,,,,,Germany's Chancellor,unknown,,,,,,,percent,,,9,,,,,10,,,2,7,1,5,1,6,Liberal,,NY Times,,, Other ,SF Chronicle,,Fox,,NBC,,,,,MSNBC,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Yahoo,3,A lot,4,1,Democrat,,,Strong,,75,40,85,80,75,75,25,closed,Germany,Heart Disease,,,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Ronald Reagan,,,2,1,10,8,2,0,7,4,13%,20%,20%,Branch B,,,,,Remained the Same,Decreased,Increased,Increased,4,9,1,3,5,Don't Know,,4,0,3,5,5,3,5,6,2,4,6,Female,1957,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","$275,000 ",Don’t belong to religious denomination,,Never,No,White,,,,,,
21,252441,9/28/2010 19:30,Complete,,,,,,United States,,CA,,srep9125,,I agree to participate,srep9125,,19,,,start,8,5,nonphoto,Senate Majority leader.  Dem from Nevada,French President,Homeland Security Secretary,,,,,Not sure,Senate Minority Leader,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,1,6,1,5,2,5,Slightly liberal,Wall Street Journal,NY Times,Washington Post,, Other ,SFGate.com,,,,,Other,,,,,,,,,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,3,6,Independent,,,,Closer to Democratic Party,60,40,70,60,60,50,60,closed,[Erstwhile] Soviet Union,Heart Disease,,,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,4,Don't Know,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,30%,1%,5%,Branch B,,,,,Increased,Increased,Increased,Increased,6,9,10,10,10,Democrats,,,,5,5,6,3,6,1,1,3,6,Female,1974,"Bachelor's Degree, such as B.A., B.S., or A.B.","65,000",Don’t belong to religious denomination,,Never,No,White,,,,,,
22,252442,9/28/2010 19:14,Complete,,,,,,United States,,CA,,srep8084,,I agree to participate,srep8084,,13,,,start,8,2,nonphoto,Senate Majority Leader,French President,Homeland Security Secretary,,,,,German President,Senator,,,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,3,6,2,5,3,6,Slightly conservative,,,,USA Today,,,,,,,,,,,,,,,CNN,,,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A little,1,5,Independent,,,,Equally close to both,70,60,70,75,70,100,60,open,,,Russia,Cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,35%,5%,8%,Branch B,,,,,Increased,Decreased,Increased,Increased,7,10,2,2,1,Don't Know,,,,5,6,6,4,5,6,6,6,5,Male,1982,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",45000,Protestant,,Once a week,No,,,,Asian,,,
24,252444,9/28/2010 19:26,Complete,,,,,,United States,,CA,,srep5058,,I agree to participate,srep5058,,31,,,end,,,photo,,,,Member of U.S. House of Representatives,Mayor,Salesperson,,,,Diplomat,Head of a foreign country,,,,,percent,,,8,2,0,0,0,8,0,0,2,5,3,6,2,5,Slightly liberal,,NY Times,,, Other ,BBC news website,,,PBS,,Other,,local affiliate for local news,,,CSPAN,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A moderate amount,4,4,Democrat,,,Strong,,85,40,85,85,85,85,40,open,,,USSR,heart disease,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,George W. Bush,,,0,0,5,0,5,0,0,0,15%,15%,30%,Branch A,Increased,Decreased,Increased,Increased,,,,,8,10,7,9,9,Democrats,,8,0,5,3,4,2,2,4,4,3,6,Female,1952,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",115000,Jewish,,Less often than a few times a year,No,White,,,,,,
